fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5151310995720783,0.4930370335032065,-0.4855471085311038,-0.2535086745028223,-0.27801696988562835,-0.14314281668750187,0.6292157724729873,1.091152451935294,-0.59680235861331,-1.0433733265384297,1
-0.29402532928183434,1.1998336559577052,-0.012616555361241065,0.1445171899546706,1.1050907023152063,0.9265170083627216,0.1478986563164282,-0.7439411552136005,0.06981655317738598,-0.7273973424173591,1
-0.29402532928183434,0.7286359076547062,-0.21530107814832522,0.03596468146626338,0.11715665074318153,0.5051358651611184,0.24416207954772937,-0.3887617473783325,-0.09683817477028817,-0.7273973424173591,1
1.5853737181852419,-1.1561550855572897,-0.4855471085311038,-0.27160075925089017,0.3147434610575865,0.6996194697157044,0.7254791957042885,-0.9807274271037809,-0.4856992066481945,-0.7273973424173591,1
-0.5151310995720783,0.33597111740220714,-0.5531086161267983,-0.27160075925089017,-0.0804301595712234,0.0513407878670842,0.6292157724729873,1.091152451935294,-0.59680235861331,-1.0433733265384297,1
-0.23874888670927294,0.10037224325070743,-0.6882316313181877,-0.38015326773929714,0.11715665074318153,0.6672055356232734,-0.0446281901462275,-0.15197547548815207,-1.1523181184388902,-1.0433733265384297,1
-0.5704075421446396,0.29670463837695715,-0.9584776617009664,-0.4525216067315686,0.11715665074318153,-0.564523959889105,-0.9109989992279912,0.3807936362647552,-1.0967665424563324,-0.5694093503568245,0
-0.29402532928183434,0.02183928520020752,-0.41798560093540904,-0.3077849287470259,-0.4756037802000333,-0.661765762166398,0.1478986563164282,0.2032039323471186,-0.5412507826307525,-0.9643793305081624,0
-0.45985465699951744,-0.29229254700179164,2.3520362104880714,-0.34396909824316163,0.3147434610575865,2.061004701597807,0.6292157724729873,0.1440073643745748,0.736435464968082,-0.17443937020548667,1
-0.9020661975800058,0.02183928520020752,-0.5531086161267983,0.12642510520660097,0.11715665074318153,0.8616891401778595,-0.28528674822448036,-0.27036861143324226,-0.7079055105784261,-1.2013613185989656,1
-1.510107065878178,0.15927196178858236,-0.6882316313181877,-0.018311572777940228,0.21595005590038402,0.6672055356232734,-1.0553941340749964,1.505528427743111,-0.8190086625435422,-0.6484033463870919,1
-0.29402532928183434,0.13963872227595736,-0.6882316313181877,0.43399054592375624,-0.4756037802000333,-0.30521248714965693,0.43668892601033166,-0.3887617473783325,4.95835523964249,-1.280355314629233,1
0.3140155390163378,0.17890520130120732,0.7981215357870947,1.555699800303963,3.7725126415596733,3.4548038675723403,1.0142694653982454,-0.9807274271037809,1.1808480728285458,-1.2013613185989656,1
